app_id,permission,level
vn.unlimit.magicauth,android.permission.BIND_JOB_SERVICE,signature
vn.unlimit.magicauth,android.permission.INSTALL_PACKAGES,dangerous
vn.unlimit.magicauth,com.google.android.c2dm.permission.SEND,customized
no.buypass.mobile.bpcode.bp,android.permission.INTERNET,normal
no.buypass.mobile.bpcode.bp,android.permission.READ_PHONE_STATE,dangerous
no.buypass.mobile.bpcode.bp,android.permission.USE_FINGERPRINT,normal
no.buypass.mobile.bpcode.bp,android.permission.USE_BIOMETRIC,normal
no.buypass.mobile.bpcode.bp,android.permission.ACCESS_NETWORK_STATE,normal
no.buypass.mobile.bpcode.bp,android.permission.ACCESS_WIFI_STATE,normal
no.buypass.mobile.bpcode.bp,android.permission.FOREGROUND_SERVICE,normal
no.buypass.mobile.bpcode.bp,android.permission.WAKE_LOCK,normal
no.buypass.mobile.bpcode.bp,com.google.android.c2dm.permission.RECEIVE,customized
no.buypass.mobile.bpcode.bp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
no.buypass.mobile.bpcode.bp,android.permission.BIND_JOB_SERVICE,signature
no.buypass.mobile.bpcode.bp,com.google.android.c2dm.permission.SEND,customized
com.cbcapp.otp.activity,android.permission.INTERNET,normal
com.cbcapp.otp.activity,android.permission.READ_PHONE_STATE,dangerous
com.cbcapp.otp.activity,android.permission.VIBRATE,normal
com.cbcapp.otp.activity,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,N/A
com.cbcapp.otp.activity,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.cbcapp.otp.activity,android.permission.GET_TASKS,N/A
com.cbcapp.otp.activity,android.permission.FLASHLIGHT,customized
com.cbcapp.otp.activity,android.permission.ACCESS_NETWORK_STATE,normal
com.cbcapp.otp.activity,android.permission.ACCESS_WIFI_STATE,normal
com.cbcapp.otp.activity,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.mastersam.android.mastersamotp,android.permission.CAMERA,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.READ_PHONE_STATE,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.CAMERA,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.INTERNET,normal
com.egypt.ais.masriacard.mcmotp,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
com.egypt.ais.masriacard.mcmotp,android.permission.ACCESS_NETWORK_STATE,normal
com.egypt.ais.masriacard.mcmotp,android.permission.GET_ACCOUNTS,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.egypt.ais.masriacard.mcmotp,android.permission.USE_BIOMETRIC,normal
com.egypt.ais.masriacard.mcmotp,android.permission.USE_FINGERPRINT,normal
com.egypt.ais.masriacard.mcmotp,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
com.dreammirae.otp.android.mirae.multiid.market,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.dreammirae.otp.android.mirae.multiid.market,android.permission.READ_PHONE_STATE,dangerous
com.dreammirae.otp.android.mirae.multiid.market,android.permission.INTERNET,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.ACCESS_NETWORK_STATE,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.ACCESS_WIFI_STATE,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.RESTART_PACKAGES,N/A
com.dreammirae.otp.android.mirae.multiid.market,android.permission.CAMERA,dangerous
com.dreammirae.otp.android.mirae.multiid.market,android.permission.FLASHLIGHT,customized
com.dreammirae.otp.android.mirae.multiid.market,android.permission.VIBRATE,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.USE_FINGERPRINT,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.USE_FULL_SCREEN_INTENT,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.WAKE_LOCK,normal
com.dreammirae.otp.android.mirae.multiid.market,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.dreammirae.otp.android.mirae.multiid.market,com.google.android.c2dm.permission.RECEIVE,customized
com.dreammirae.otp.android.mirae.multiid.market,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.dreammirae.otp.android.mirae.multiid.market,com.dreammirae.anyotp.migration.provider,customized
com.dreammirae.otp.android.mirae.multiid.market,android.permission.BIND_JOB_SERVICE,signature
com.dreammirae.otp.android.mirae.multiid.market,com.google.android.c2dm.permission.SEND,customized
token.security.m2m.com.generateotp,android.permission.GET_ACCOUNTS,dangerous
token.security.m2m.com.generateotp,android.permission.READ_PROFILE,customized
token.security.m2m.com.generateotp,android.permission.READ_CONTACTS,dangerous
token.security.m2m.com.generateotp,android.permission.INTERNET,normal
com.deepnet.andmob5,android.permission.CAMERA,dangerous
com.deepnet.andmob5,android.permission.USE_FINGERPRINT,normal
com.deepnet.andmob5,android.permission.READ_PHONE_STATE,dangerous
com.deepnet.andmob5,android.permission.VIBRATE,normal
com.deepnet.andmob5,android.permission.ACCESS_NETWORK_STATE,normal
com.deepnet.andmob5,android.permission.WAKE_LOCK,normal
com.deepnet.andmob5,android.permission.INTERNET,normal
com.deepnet.andmob5,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.deepnet.andmob5,com.google.android.c2dm.permission.RECEIVE,customized
com.deepnet.andmob5,android.permission.BIND_JOB_SERVICE,signature
com.deepnet.andmob5,com.google.android.gms.permission.BIND_NETWORK_TASK_SERVICE,customized
com.deepnet.andmob5,android.permission.INSTALL_PACKAGES,dangerous
com.deepnet.andmob5,com.google.android.c2dm.permission.SEND,customized
hr.asseco.android.jimba.otpretailng,android.permission.INTERNET,normal
hr.asseco.android.jimba.otpretailng,android.permission.VIBRATE,normal
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_WIFI_STATE,normal
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_NETWORK_STATE,normal
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_FINE_LOCATION,dangerous
hr.asseco.android.jimba.otpretailng,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
hr.asseco.android.jimba.otpretailng,android.permission.CAMERA,dangerous
hr.asseco.android.jimba.otpretailng,android.permission.USE_FINGERPRINT,normal
hr.asseco.android.jimba.otpretailng,android.permission.READ_PHONE_STATE,dangerous
hr.asseco.android.jimba.otpretailng,hr.asseco.android.jimba.otpretailng.permission.MAPS_RECEIVE,customized
hr.asseco.android.jimba.otpretailng,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
hr.asseco.android.jimba.otpretailng,android.permission.READ_EXTERNAL_STORAGE,dangerous
hr.asseco.android.jimba.otpretailng,android.permission.WAKE_LOCK,normal
hr.asseco.android.jimba.otpretailng,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
hr.asseco.android.jimba.otpretailng,com.google.android.c2dm.permission.RECEIVE,customized
hr.asseco.android.jimba.otpretailng,android.permission.FLASHLIGHT,customized
hr.asseco.android.jimba.otpretailng,android.permission.BIND_JOB_SERVICE,signature
hr.asseco.android.jimba.otpretailng,com.google.android.c2dm.permission.SEND,customized
hr.asseco.android.jimba.otpretailng,android.permission.INSTALL_PACKAGES,dangerous
com.mts.opt2,android.permission.ACCESS_NETWORK_STATE,normal
com.mts.opt2,android.permission.INTERNET,normal
com.mts.opt2,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
com.inwebo.authenticator,android.permission.CAMERA,dangerous
com.inwebo.authenticator,android.permission.READ_PHONE_STATE,dangerous
com.inwebo.authenticator,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.inwebo.authenticator,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.inwebo.authenticator,android.permission.USE_FINGERPRINT,normal
com.inwebo.authenticator,android.permission.USE_BIOMETRIC,normal
com.inwebo.authenticator,android.permission.INTERNET,normal
com.inwebo.authenticator,android.permission.ACCESS_NETWORK_STATE,normal
com.inwebo.authenticator,android.permission.VIBRATE,normal
com.inwebo.authenticator,android.permission.WAKE_LOCK,normal
com.inwebo.authenticator,com.google.android.c2dm.permission.RECEIVE,customized
com.inwebo.authenticator,com.inwebo.authenticator.permission.C2D_MESSAGE,customized
com.inwebo.authenticator,android.permission.INSTALL_PACKAGES,dangerous
com.inwebo.authenticator,com.google.android.c2dm.permission.SEND,customized
netinfo.eu.symantec,android.permission.INTERNET,normal
netinfo.eu.symantec,android.permission.READ_PHONE_STATE,dangerous
netinfo.eu.symantec,android.permission.ACCESS_NETWORK_STATE,normal
netinfo.eu.symantec,android.permission.RECEIVE_BOOT_COMPLETED,normal
netinfo.eu.symantec,android.permission.WAKE_LOCK,normal
netinfo.eu.symantec,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
netinfo.eu.symantec,com.google.android.c2dm.permission.RECEIVE,customized
netinfo.eu.symantec,android.permission.BIND_JOB_SERVICE,signature
netinfo.eu.symantec,android.permission.INSTALL_PACKAGES,dangerous
netinfo.eu.symantec,com.google.android.c2dm.permission.SEND,customized
br.com.powersoftware.otpsafe,android.permission.INTERNET,normal
br.com.powersoftware.otpsafe,android.permission.CAMERA,dangerous
br.com.powersoftware.otpsafe,android.permission.FLASHLIGHT,customized
br.com.powersoftware.otpsafe,android.permission.READ_EXTERNAL_STORAGE,dangerous
br.com.powersoftware.otpsafe,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.canopus.otpmacgenerator,android.permission.CAMERA,dangerous
hr.asseco.android.mtoken.ht.test,android.permission.INTERNET,normal
hr.asseco.android.mtoken.ht.test,android.permission.READ_PHONE_STATE,dangerous
hr.asseco.android.mtoken.ht.test,android.permission.GET_TASKS,N/A
com.dreammirae.otp.android.mirae,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.dreammirae.otp.android.mirae,android.permission.READ_PHONE_STATE,dangerous
com.dreammirae.otp.android.mirae,android.permission.INTERNET,normal
com.dreammirae.otp.android.mirae,android.permission.ACCESS_NETWORK_STATE,normal
com.dreammirae.otp.android.mirae,android.permission.ACCESS_WIFI_STATE,normal
com.dreammirae.otp.android.mirae,android.permission.RESTART_PACKAGES,N/A
it.aruba.pec.mobile.otpfvg,android.permission.INTERNET,normal
it.aruba.pec.mobile.otpfvg,android.permission.READ_PHONE_STATE,dangerous
it.aruba.pec.mobile.otpfvg,android.permission.USE_BIOMETRIC,normal
it.aruba.pec.mobile.otpfvg,android.permission.CAMERA,dangerous
it.aruba.pec.mobile.otpfvg,android.permission.USE_FINGERPRINT,normal
it.aruba.pec.mobile.otpfvg,android.permission.ACCESS_NETWORK_STATE,normal
it.aruba.pec.mobile.otpfvg,android.permission.WAKE_LOCK,normal
it.aruba.pec.mobile.otpfvg,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
it.aruba.pec.mobile.otpfvg,android.permission.BIND_JOB_SERVICE,signature
com.feelanet.artstrongid.sec,android.permission.INTERNET,normal
com.feelanet.artstrongid.sec,android.permission.CAMERA,dangerous
com.feelanet.artstrongid.sec,android.permission.VIBRATE,normal
com.feelanet.artstrongid.sec,android.permission.USE_BIOMETRIC,normal
com.feelanet.artstrongid.sec,android.permission.USE_FINGERPRINT,normal
com.feelanet.artstrongid.sec,android.permission.ACCESS_NETWORK_STATE,normal
com.feelanet.artstrongid.sec,android.permission.WAKE_LOCK,normal
com.feelanet.artstrongid.sec,com.google.android.c2dm.permission.RECEIVE,customized
com.feelanet.artstrongid.sec,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.feelanet.artstrongid.sec,android.permission.BIND_JOB_SERVICE,signature
com.feelanet.artstrongid.sec,com.google.android.c2dm.permission.SEND,customized
com.feelanet.artstrongid.sec,android.permission.INSTALL_PACKAGES,dangerous
com.aircuve.aircuvemobile,android.permission.READ_PHONE_STATE,dangerous
com.aircuve.aircuvemobile,android.permission.VIBRATE,normal
com.aircuve.aircuvemobile,android.permission.CAMERA,dangerous
com.aircuve.aircuvemobile,android.permission.ACCESS_NETWORK_STATE,normal
com.aircuve.aircuvemobile,android.permission.INTERNET,normal
com.aircuve.aircuvemobile,android.permission.WAKE_LOCK,normal
com.aircuve.aircuvemobile,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.aircuve.aircuvemobile,com.google.android.c2dm.permission.RECEIVE,customized
com.aircuve.aircuvemobile,android.permission.BIND_JOB_SERVICE,signature
com.aircuve.aircuvemobile,android.permission.INSTALL_PACKAGES,dangerous
com.aircuve.aircuvemobile,com.google.android.c2dm.permission.SEND,customized
com.nhn.hangameotp,android.permission.INTERNET,normal
com.nhn.hangameotp,android.permission.ACCESS_NETWORK_STATE,normal
com.nhn.hangameotp,android.permission.ACCESS_WIFI_STATE,normal
com.nhn.hangameotp,android.permission.WAKE_LOCK,normal
com.nhn.hangameotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.nhn.hangameotp,com.google.android.c2dm.permission.RECEIVE,customized
com.nhn.hangameotp,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.nhn.hangameotp,com.nhn.hangameotp.toast.push.permission.RECEIVE,customized
com.nhn.hangameotp,com.nhn.hangameotp.toast.push.permission.SEND,customized
com.nhn.hangameotp,android.permission.VIBRATE,normal
com.nhn.hangameotp,com.android.vending.BILLING,customized
com.nhn.hangameotp,android.permission.GET_PACKAGE_SIZE,normal
com.nhn.hangameotp,android.permission.BIND_JOB_SERVICE,signature
com.nhn.hangameotp,android.permission.INSTALL_PACKAGES,dangerous
com.nhn.hangameotp,com.google.android.c2dm.permission.SEND,customized
it.aruba.pec.mobile.otp,android.permission.INTERNET,normal
it.aruba.pec.mobile.otp,android.permission.READ_PHONE_STATE,dangerous
it.aruba.pec.mobile.otp,android.permission.USE_BIOMETRIC,normal
it.aruba.pec.mobile.otp,android.permission.CAMERA,dangerous
it.aruba.pec.mobile.otp,android.permission.USE_FINGERPRINT,normal
it.aruba.pec.mobile.otp,android.permission.ACCESS_NETWORK_STATE,normal
it.aruba.pec.mobile.otp,android.permission.WAKE_LOCK,normal
it.aruba.pec.mobile.otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
it.aruba.pec.mobile.otp,android.permission.BIND_JOB_SERVICE,signature
com.bankofamerica.authenticator,android.permission.CAMERA,dangerous
com.bankofamerica.authenticator,android.permission.INTERNET,normal
com.bankofamerica.authenticator,android.permission.VIBRATE,normal
com.bankofamerica.authenticator,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
com.bankofamerica.authenticator,android.permission.USE_FINGERPRINT,normal
com.bankofamerica.authenticator,android.permission.ACCESS_NETWORK_STATE,normal
com.bankofamerica.authenticator,com.google.android.c2dm.permission.RECEIVE,customized
com.bankofamerica.authenticator,android.permission.WAKE_LOCK,normal
com.bankofamerica.authenticator,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.bankofamerica.authenticator,android.permission.BIND_JOB_SERVICE,signature
com.bankofamerica.authenticator,com.google.android.c2dm.permission.SEND,customized
com.bankofamerica.authenticator,android.permission.INSTALL_PACKAGES,dangerous
com.novoload.otp,android.permission.VIBRATE,normal
com.novoload.otp,android.permission.INTERNET,normal
com.novoload.otp,android.permission.CAMERA,dangerous
com.portwise.mid.clients.android,android.permission.READ_PHONE_STATE,dangerous
com.portwise.mid.clients.android,android.permission.INTERNET,normal
com.portwise.mid.clients.android,android.permission.FOREGROUND_SERVICE,normal
io.faceotp.faceotp,android.permission.ACCESS_NETWORK_STATE,normal
io.faceotp.faceotp,android.permission.READ_EXTERNAL_STORAGE,dangerous
io.faceotp.faceotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
io.faceotp.faceotp,android.permission.INTERNET,normal
io.faceotp.faceotp,android.permission.CAMERA,dangerous
io.faceotp.faceotp,android.permission.READ_CONTACTS,dangerous
io.faceotp.faceotp,com.sec.android.provider.badge.permission.READ,customized
io.faceotp.faceotp,com.sec.android.provider.badge.permission.WRITE,customized
io.faceotp.faceotp,com.htc.launcher.permission.READ_SETTINGS,customized
io.faceotp.faceotp,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
io.faceotp.faceotp,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
io.faceotp.faceotp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
io.faceotp.faceotp,com.anddoes.launcher.permission.UPDATE_COUNT,customized
io.faceotp.faceotp,com.majeur.launcher.permission.UPDATE_BADGE,customized
io.faceotp.faceotp,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
io.faceotp.faceotp,com.huawei.android.launcher.permission.READ_SETTINGS,customized
io.faceotp.faceotp,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature
io.faceotp.faceotp,android.permission.READ_APP_BADGE,customized
io.faceotp.faceotp,com.oppo.launcher.permission.READ_SETTINGS,customized
io.faceotp.faceotp,com.oppo.launcher.permission.WRITE_SETTINGS,signature
io.faceotp.faceotp,me.everything.badger.permission.BADGE_COUNT_READ,customized
io.faceotp.faceotp,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
io.faceotp.faceotp,android.permission.WAKE_LOCK,normal
io.faceotp.faceotp,com.google.android.c2dm.permission.RECEIVE,customized
io.faceotp.faceotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
io.faceotp.faceotp,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
io.faceotp.faceotp,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
io.faceotp.faceotp,android.permission.BIND_JOB_SERVICE,signature
io.faceotp.faceotp,com.google.android.c2dm.permission.SEND,customized
com.atsolution.android.uotp2,android.permission.INTERNET,normal
com.atsolution.android.uotp2,android.permission.ACCESS_NETWORK_STATE,normal
com.atsolution.android.uotp2,android.permission.SYSTEM_ALERT_WINDOW,signature
com.atsolution.android.uotp2,android.permission.READ_PHONE_STATE,dangerous
com.namirial.android.virtualotp,android.permission.INTERNET,normal
com.namirial.android.virtualotp,android.permission.CAMERA,dangerous
com.namirial.android.virtualotp,android.permission.USE_FINGERPRINT,normal
com.namirial.android.virtualotp,android.permission.ACCESS_NETWORK_STATE,normal
com.namirial.android.virtualotp,android.permission.BLUETOOTH,normal
com.namirial.android.virtualotp,android.permission.WAKE_LOCK,normal
com.namirial.android.virtualotp,com.google.android.c2dm.permission.RECEIVE,customized
com.namirial.android.virtualotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.namirial.android.virtualotp,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
com.namirial.android.virtualotp,android.permission.BIND_JOB_SERVICE,signature
com.namirial.android.virtualotp,com.google.android.c2dm.permission.SEND,customized
com.mollatech.android.apps.authenticators,android.permission.VIBRATE,normal
com.mollatech.android.apps.authenticators,android.permission.INTERNET,normal
com.mollatech.android.apps.authenticators,android.permission.READ_PHONE_STATE,dangerous
com.mollatech.android.apps.authenticators,android.permission.ACCESS_NETWORK_STATE,normal
com.bncr.detectid_otp,android.permission.INTERNET,normal
com.bncr.detectid_otp,android.permission.ACCESS_NETWORK_STATE,normal
com.bncr.detectid_otp,android.permission.WAKE_LOCK,normal
com.bncr.detectid_otp,android.permission.GET_ACCOUNTS,dangerous
com.bncr.detectid_otp,android.permission.USE_FINGERPRINT,normal
com.bncr.detectid_otp,android.permission.CAMERA,dangerous
com.bncr.detectid_otp,com.android.launcher.permission.READ_SETTINGS,customized
com.bncr.detectid_otp,com.android.launcher.permission.WRITE_SETTINGS,signature
com.bncr.detectid_otp,com.android.launcher.permission.INSTALL_SHORTCUT,normal
com.bncr.detectid_otp,com.android.launcher.permission.UNINSTALL_SHORTCUT,N/A
com.bncr.detectid_otp,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
com.bncr.detectid_otp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
com.bncr.detectid_otp,android.permission.VIBRATE,normal
com.bncr.detectid_otp,android.permission.EXPAND_STATUS_BAR,normal
com.bncr.detectid_otp,com.sec.android.provider.badge.permission.READ,customized
com.bncr.detectid_otp,com.sec.android.provider.badge.permission.WRITE,customized
com.bncr.detectid_otp,com.htc.launcher.permission.READ_SETTINGS,customized
com.bncr.detectid_otp,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
com.bncr.detectid_otp,com.anddoes.launcher.permission.UPDATE_COUNT,customized
com.bncr.detectid_otp,com.majeur.launcher.permission.UPDATE_BADGE,customized
com.bncr.detectid_otp,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
com.bncr.detectid_otp,com.huawei.android.launcher.permission.READ_SETTINGS,customized
com.bncr.detectid_otp,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature
com.bncr.detectid_otp,android.permission.READ_APP_BADGE,customized
com.bncr.detectid_otp,com.oppo.launcher.permission.READ_SETTINGS,customized
com.bncr.detectid_otp,com.oppo.launcher.permission.WRITE_SETTINGS,signature
com.bncr.detectid_otp,me.everything.badger.permission.BADGE_COUNT_READ,customized
com.bncr.detectid_otp,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
com.bncr.detectid_otp,com.google.android.c2dm.permission.RECEIVE,customized
com.bncr.detectid_otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.bncr.detectid_otp,android.permission.BIND_JOB_SERVICE,signature
com.bncr.detectid_otp,android.permission.INSTALL_PACKAGES,dangerous
com.bncr.detectid_otp,com.google.android.c2dm.permission.SEND,customized
it.previnet.authenticator,android.permission.CAMERA,dangerous
it.previnet.authenticator,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
it.previnet.authenticator,android.permission.INTERNET,normal
it.previnet.authenticator,android.permission.ACCESS_NETWORK_STATE,normal
it.previnet.authenticator,android.permission.WAKE_LOCK,normal
it.previnet.authenticator,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
it.previnet.authenticator,android.permission.BIND_JOB_SERVICE,signature
com.rcdevs.auth,android.permission.INTERNET,normal
com.rcdevs.auth,android.permission.CAMERA,dangerous
com.rcdevs.auth,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.rcdevs.auth,android.permission.ACCESS_FINE_LOCATION,dangerous
com.rcdevs.auth,android.permission.USE_FINGERPRINT,normal
com.rcdevs.auth,com.google.android.c2dm.permission.RECEIVE,customized
com.rcdevs.auth,android.permission.WAKE_LOCK,normal
com.rcdevs.auth,android.permission.RECORD_AUDIO,dangerous
com.rcdevs.auth,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.rcdevs.auth,android.permission.ACCESS_WIFI_STATE,normal
com.rcdevs.auth,android.permission.ACCESS_NETWORK_STATE,normal
com.rcdevs.auth,android.permission.VIBRATE,normal
com.rcdevs.auth,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
com.rcdevs.auth,com.rcdevs.auth.permission.MAPS_RECEIVE,customized
com.rcdevs.auth,android.permission.USE_BIOMETRIC,normal
com.rcdevs.auth,android.permission.BLUETOOTH,normal
com.rcdevs.auth,android.permission.BLUETOOTH_ADMIN,normal
com.rcdevs.auth,android.permission.FLASHLIGHT,customized
com.rcdevs.auth,android.permission.CHANGE_WIFI_STATE,normal
com.rcdevs.auth,com.sec.android.provider.badge.permission.READ,customized
com.rcdevs.auth,com.sec.android.provider.badge.permission.WRITE,customized
com.rcdevs.auth,com.htc.launcher.permission.READ_SETTINGS,customized
com.rcdevs.auth,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
com.rcdevs.auth,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
com.rcdevs.auth,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
com.rcdevs.auth,com.anddoes.launcher.permission.UPDATE_COUNT,customized
com.rcdevs.auth,com.majeur.launcher.permission.UPDATE_BADGE,customized
com.rcdevs.auth,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
com.rcdevs.auth,com.huawei.android.launcher.permission.READ_SETTINGS,customized
com.rcdevs.auth,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature
com.rcdevs.auth,android.permission.READ_APP_BADGE,customized
com.rcdevs.auth,com.oppo.launcher.permission.READ_SETTINGS,customized
com.rcdevs.auth,com.oppo.launcher.permission.WRITE_SETTINGS,signature
com.rcdevs.auth,me.everything.badger.permission.BADGE_COUNT_READ,customized
com.rcdevs.auth,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
com.rcdevs.auth,android.permission.BIND_JOB_SERVICE,signature
com.rcdevs.auth,com.google.android.c2dm.permission.SEND,customized
com.sgn.sgotp,android.permission.INTERNET,normal
com.sgn.sgotp,android.permission.ACCESS_NETWORK_STATE,normal
com.sgn.sgotp,android.permission.ACCESS_WIFI_STATE,normal
com.sgn.sgotp,android.permission.CHANGE_WIFI_STATE,normal
com.sgn.sgotp,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.sgn.sgotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.sgn.sgotp,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.sgn.sgotp,android.permission.USE_FINGERPRINT,normal
com.sgn.sgotp,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
