,appId,title,score,rating,review,comment,priceT,install,genre,developer,release,email
10,com.deepnet.andmob5,DeepNet MobileID,4.1,57,8,"[""Hello Deepet....we are your customers frome very doing time...cool app but only missing things I enabling extra local authentication for Ooba on Android app while approving the notifications just like happening on an iPhone app. Can you please update this extra addon on Android mobile I'd app"", 'What is the purpose of using this app???', 'good', 'We use it as part of 2 factor authentication. Easy to use & never had any issues']",Free,10000,TOOLS,Deepnet Security,"Feb 2, 2011",support@deepnetsecurity.com
11,hr.asseco.android.jimba.otpretailng,OTP mobile banking HR,4.0,3403,858,"[""Update: 29/06/2021 After the new update everything is working properly, app is fully functional and has no more glitches. Thanks After the new update the app keeps getting glitches on payment completion, just keeps the end screen and selection of completion button keeps returning on the same screen. After returning to the Home menu the balance of accounts doesn't change after the peyments are completed, only when exit and return to the app."", 'Cante even log in now.', 'Works fine. First I was not satisfied because I thought I could only see my past transactions up to 1 month, but after finding out that I have use filter to see all of my past transactions, it was everything that I needed. There are maybe some unnecessary clicks to see something, or need for better design, but app has all features that banking app should have, so I am satisfied.', ""every couple of days i have to go to the bank to reset the PIN. it just doesn't accept it anymore, and i know it is the right number because i always set it the same. with previous app i never had this problem."", 'Scanning camera not working on Xiaomi Redmi Note 8 Pro and also Huawei P20..trying everything,but no succeed...android 9 issue i suppose']",Free,100000,FINANCE,OTP banka powered by Asseco SEE,"Nov 8, 2018",info@otpbanka.hr
12,com.mts.opt2,MTS OTP,0.0,0,0,[],Free,1,BUSINESS,Tarek Ali Shehata,"Apr 20, 2020",boody200boody@gmail.com
13,com.inwebo.authenticator,Authenticator 4,3.3,165,64,"[""It kinda works if you manage to set it up. The QR Code scanner is broken, they have no idea how to use a camera it seems. Notifications don't work, you have to go inside the app."", ""App work but notification doesn't since last update. When notification is sent to phone it activates the phone screen but doesn't switch to the app. We have to manually open the app and then it accept connection."", 'It was all good but on android10 for nokia 5.3 I am seeing no pop up on the screen for authentication.. need to work on this or need to inform the solution to users saying that it works when you open the app..', 'I get upgrade required, and to input my pin. After I input pin, operation has failed error message appears. I am using it for more than 2 years with no issue till now.', 'After Android 10 update on Samsung phone, the app does not come up automatically, the app needs to be kept open to be able to receive code']",Free,100000,PRODUCTIVITY,In-Webo Technologies,"Dec 24, 2012",contact@inwebo.com
14,net.secuwiz.prudentialotp,UV1.0 OTP,0.0,0,0,[],Free,5000,TOOLS,Secuwiz,"Oct 4, 2018",secuwiz7@gmail.com
15,netinfo.eu.symantec,EUROBANK OTP,4.3,22,3,"['1. Bank Charges 7 Euro EVERY time you have to re-install the app. Everytime you buy a new phone , or everytime you HardReset your phone the app needs to be registered by the bank and they charge you , even though they state that the charge is ONCE PER USER. UNACCEPTABLE !!! 2. OTP could have been implemented in the banking application , why 2 sepperate apps are necessary ? 3. No Password or Fingerprint protection', 'Much cheaper than BOC. Great app.']",Free,5000,FINANCE,EUROBANK CYPRUS,"Jun 28, 2018",eefstathiou@eurobank.com.cy
16,br.com.powersoftware.otpsafe,OTP Safe,4.7,41,14,[],Free,5000,TOOLS,Power Desenvolvimento Tecnológico,"Mar 30, 2018",edupva@gmail.com
17,com.canopus.otpmacgenerator,Canopus OTP/MAC generator,3.4,5,2,"['Allows only 1 account, while this app is used in more than 1 payments institution', 'Nice']",Free,500,BUSINESS,Canopus IT,"Feb 13, 2018",info@epaysuite.com
18,hr.asseco.android.mtoken.ht.test,HT mToken,4.1,31,8,['That God'],Free,5000,BUSINESS,Hrvatski Telekom,"May 5, 2015",info@t.ht.hr
19,com.dreammirae.otp.android.mirae,AnyOTP,2.1,461,224,"['SE3010 hatasi ve cozumu 5 np ödeyerek yenisini almak hahahaha komiksiniz valla', 'Eror C1001...', 'Knight oynamak için para mı vericem ahahahha sanmıyorun', 'Mm']",Free,100000,TOOLS,Game Cafe Services,"Jul 3, 2017",mobile@nttgame.com
20,it.aruba.pec.mobile.otpfvg,OTP Friuli Venezia Giulia,0.0,0,0,[],Free,100,PRODUCTIVITY,Aruba S.p.A.,"Jun 19, 2019",gruppoaruba@gmail.com
21,com.feelanet.artstrongid.sec,SEC MFA,3.8,76,14,"['It would be good if you add confirmation before OTP delete. Many times I accidentally delete my OTP because of swipe gestures', 'Not even working', 'Why I cannot remove it?', 'Great app', 'Ok']",Free,50000,TOOLS,Feelanet,"Feb 27, 2020",secmfa.cs@feelanet.com
22,com.aircuve.aircuvemobile,aircuve mobile,2.7,38,12,['suddenly stop'],Free,10000,TOOLS,AirCUVE,"Oct 26, 2016",secure.aircuve@gmail.com
23,com.nhn.hangameotp,한게임 OTP,3.7,90,36,[],Free,10000,TOOLS,NHN Corp.,"Oct 15, 2018",help@hangame.com
24,it.aruba.pec.mobile.otp,Aruba OTP,3.0,1726,927,"['Now having issues with a Redmi phone - when opening the app I see this message ""Enable a Security feature on your device - Aruba OTP can only be used on your device, if it is equipped with a security feature"" and then a ""Open Device Settings"" option. Clicking the option opens a ""Unlock with fingerprint"" screen where I\'m told to touch the fingerprint sensor and click Next. By clicking Next the settings window crashes and I\'m back to my mobile screen. No ability to generate a code means I\'m not able to use SPID.', 'Nella fase di creazione di New Account si legge il messaggio: it has been impossible to create a new user. An app has been found on this device which displays content superimposed over the original, on the screen. For security reasons all apps which can interfere with the contents of Aruba Otp must be shut down before proceeding. Che devo fare?07/09 non risolto nulla!! !!sul mio telefono la App non funziona. Cell.Comprato 03/2021!! AI vs. Numeri nn risponde nessuno.09/09 ancora non risolto.', 'Usful app. i like this app💯✌️', 'Still Impossible to download app from play store. !! Are there any problem with aruba site 14 05 21??', 'Lousy. Becomes unsynchronized easily.']",Free,500000,PRODUCTIVITY,Aruba S.p.A.,"Sep 22, 2016",supportoapp@staff.aruba.it
25,com.bankofamerica.authenticator,Flagscape Authenticator™,2.7,362,139,"['I am unable to get into application. It opens up. Tries to search for updates and blank white screen for few seconds and it crashes. Tried multiple installs and uninstalls nothing worked. Please fix this asap. Setup screen lock. After setting up screen lock it is working.', 'Hi Team Starting from today noon my app just keeps crashing and i am not able to retrieve the OTP. I uninstalled and reinstalled but its the same issue. Please urgently advice as it is impacting my ability to work and if i get disconnected for any reason i will not be able to login. Please help urgently.', 'All having issues with recent update in mid October... you must set up a screen lock on your phone in order for this app to work. Yes, this seems to be a new requirement to use this app.', 'Pretty straightforward app that helps with authentication. Unfortunately, the update yesterday makes the app completely crashes whenever I try to open it. I am using a Samsung Galaxy A10.', 'Worked great for years. Now just flashes white screen and you have Force Stop to make it stop. Deleted and reinstalled...same outcome. Disappointed as I used this feature a lot.']",Free,100000,FINANCE,Bank of America,"Sep 5, 2019",bofa-authenticator-feedback@bofa.com
26,com.novoload.otp,NOVOLOAD OTP,0.0,0,0,[],Free,100,TOOLS,Schematic It Solutions,"Jul 8, 2018",sales@novoload.com
27,com.portwise.mid.clients.android,Nexus TruID,4.0,404,109,"['Even entering correct synchronized seed not able to generate pin.', 'Unable to dn thru mobile network or wifi', 'not able to install does not look like app is working...tried multiple attempt', 'Generates same chain of OTPs after reinstallation', 'Simple app. Nedd to open keyboard on app startup.']",Free,100000,TOOLS,Nexus Software Apps,"Mar 31, 2010",info@nexusgroup.com
28,io.faceotp.faceotp,Face OTP,3.6,78,51,"[""Why we don't receive sms code for number verification? Please fix this bug or whatever"", ""Didn't receive any code , and not update version long time ago"", ""Fix the problem, we can't receive any code."", 'i do verification mobile number , but authentication code never sent', 'Never received otp.']",Free,10000,FINANCE,Face OTP,"Aug 25, 2020",support@faceotp.org
29,com.atsolution.android.uotp2,U-OTP+,2.1,5962,1894,"[""Doesn't have any helpful instructions when you delete the app, don't have \nthe serial number, and can't log into your game account. Their answer to \nthis is always submitting a ticket to the company of the game you're \nplaying. Takes minimum of two weeks to solve the issue."", '개발자 개멍청하냐 폰 바꾸면 시리얼넘버를 새로 주든가 해야지 뭐ㅡㅡ 언제까지 예전걸로 쓰란 말이여 지금 없어서 아무것도 못하고잇자나 어떻게 해야되냐고', '아 초기화해도 초기화 안되잖아 ㅄ들아 ㅡㅡ', '핸드폰 바꾸고나서 다시 깔앗는데 예전쓰던 씨리얼로 복구하는방법이 없어서 지금 UOTP등록되어잇는 모든 계정이 정지상태네요, 시리얼로 복구 방법 만들어주십시오, 블리자드 인증기는 그렇게 되어잇어서 편한데 이건 불가능하니 뭐 잊어버리면 끝이네요.', 'Good']",Free,1000000,TOOLS,ATON,"Apr 22, 2012",atandroid@atsolution.co.kr
30,com.namirial.android.virtualotp,Namirial OTP,4.3,1181,264,"[""Doesn't seem to work. No idea where to get a PIN to activate. Requested assistance, no operators taking calls from abroad."", 'Semplice e funzionale', 'TORINO@786', 'Non funziona', ""non capisco tutte queste recensioni negative, dopo 12 inutili ore di prove con sielteid ho provato a registrare uno SPID Namirial e devo ringraziarvi perchè dopo l'attivazione istantanea e gratuita utilizzando la CIE sono riuscito a richiedere il bonus mobilità subito dopo la coda e senza intoppi 💪""]",Free,100000,BUSINESS,Namirial S.p.A.,"Mar 9, 2017",supportospid@namirial.com
31,com.mollatech.android.apps.authenticators,ACLEDA  Bank Security Token,4.3,26,6,"['It asks me the registration code again and again.', 'Giy', 'forget', 'Good service']",Free,5000,FINANCE,ACLEDA Bank Plc,"Mar 27, 2017",body@acledabank.com.kh
32,com.bncr.detectid_otp,BN Token Celular,0.0,0,0,"[""15 minutes with tech support and it still won't open."", 'Same for me. App kept crashing. I did the following and it worked (Android): Go to Settings. > Apps & notifications. Tap See all apps. Tap the BN Token Celular app. Tap Storage and cache. Tap Clear cache AND Clear storage', ""About one week ago the app was working , now it will not open shuts down immediately and bn has been unresponsive. Can't not open my account on my mac without it"", ""Doesn't work. Fails to open. I have removed and reinstalled several times. Absolutely useless."", ""Doesn't work! It used to work just fine, but after the update it won't even open.""]",Free,100000,FINANCE,Banco Nacional de Costa Rica,"Oct 30, 2019",contraloria@bncr.fi.cr
33,it.previnet.authenticator,Previnet OTP,3.6,47,30,['Funzionale al suo utilizzo.'],Free,5000,TOOLS,Previnet S.p.A.,"Mar 26, 2018",assistenza.mobile@previnet.it
34,com.rcdevs.auth,OpenOTP Token,4.1,134,39,"['It works. Make sure you have time synchronized on the openotp server. The initial setup is time consuming, but it all works once you get the pieces assembled.', ""Too much bugs but many of them not in the application. many bugs in webadm server. Stupid changes by developer and google that avoid users connecting. And UNTESTED RELEASE VERSIONS OF WEBADM THAT AVIALABLE FOR DOWNLOAD! It's crime!!!!!"", ""Works fine, using it for all my OTPs, but is there a way to change the order ? Drag and drop in edit mode doesn't seem to work."", 'Easy to use, secure application', 'I put in the right otp code And it saying incorrect And its annoying']",Free,50000,TOOLS,RCDevs,"Sep 1, 2016",info@rcdevs.com
35,com.sgn.sgotp,SecureGuard OTP,3.2,16,6,['It works great with SGN AM'],Free,5000,TOOLS,"SGN Co., Ltd","Jan 20, 2014",sgni.korea@gmail.com
36,kr.co.neople.neopleotp,네오플 OTP,2.7,4459,1047,"['Surajit sardar', ""why can't you guys just use open standard like everyone else,,,, the reality sucks"", 'Nice~보안 철저히 해주십사함다~세상 무섭다...', '아니 레이드를 해야하는데 자꾸만 엡이튕겨서 재설치했더니 일련번호다르다고 인증이안되서 다시해야하네요ㅡㅡ', '지금 던파 자꾸 튕김 아 짱나네']",Free,1000000,TOOLS,NEOPLE,"Jun 2, 2013",appmaster@neople.co.kr
37,eu.netinfo.netteller.cqur.motp,CQUR M-OTP,0.0,0,0,[],Free,10,BUSINESS,CQUR Bank LLC,"Apr 9, 2020",info@cqurbank.com
38,club.nagavip.otp,error,error,error,error,error,error,error,error,error,error,error
39,ngn.com.vn.totp,NGN OTP,5.0,5,2,['Perfect'],Free,500,TOOLS,NGN Corp,"Mar 30, 2018",quachanhdung@gmail.com
40,com.halcom.ng.mobile.puppaltr,OTP Bank Albania,3.7,191,44,"['This app is one of those that makes you wish playstore allowed 0 stars. Super dum app, you cannot find not even a single principle of basic User Experience in it.', 'this app is nice and effortless. the one time password option of security is optimal. very easy to perform transactions.', 'Easy to use and very useful', ""The Bank is for 5. App is for 4, cause I can't make transfer to another bank."", 'Shuold be workin on woth the program is slow and is not very practic.']",Free,10000,FINANCE,HALCOM D.D.,"Sep 19, 2015",info@halcom.si
41,com.yubico.yubiclip,YubiClip,3.6,179,68,"['Passwordless features are good however to get full offline security using passwordless the app and hardware needs a flash storage Fido encrypted ability to store all passwords accounts in devices banking/e-commerce, healthcare information, car access and address book/phone book/GPS access/Email addresses to fully make all your personal information offline and inaccessible until you use the yubikey that stores your sensitive information on the Fido key itself to move if off your mobile/pc device', ""There's a new version of this app as of today, but github says the last commit was on 2018.09.24"", 'Yuibkey security Key for your Android', ""Cowards don't allow comments on YouTube. Why no yubikey on mobile devices as traitors try to rape our data every way possible ..like criminals in customs or police."", ""This app worked fine for a long time until yesterday. Since then I've got it to work only once. Now when I try to grab my code from my Yubi Neo it opens my browser and says successfully authenticated. It will not copy my key to my clipboard or to notifications. I've closed the app, restarted my phone and turned it off, turned NFC on/off multiple times. Nothing seems to help.  On a Galaxy S7 Edge.""]",Free,10000,TOOLS,Yubico,"Nov 6, 2013",info@yubico.com
42,org.arcon.arcos.otp1,ARCOS  OTP,3.4,112,30,"['This app works very well for me. Neither I had problem in downloading nor in running and using the app. Works exactly as required. You may user use good colors for the app and make it attractive. As of now it looks a little dull. Althought it does not have anything to do with functionality. Finally,... If you have ARCOS, this should address all your authentication related issues for ARCOS. User happy and auditor happy😜.', ""I'm getting error in validate mobile even after entering same 7 digit code as my aros system showing. Using OnePlus 7."", 'Works fine for me but there is no option for trasfer account from this mobile to another mobile.. kindly add this feature in app.', 'Getting error in android 11 ""please enter 7 digit validation password"". I hope you guys will provide stable version soon for android 11 but unhappy for now', ""Can't register my mobile as everytime you will enter validation password it will throw error saying please enter 7 digit validation password.""]",Free,10000,BUSINESS,ARCON,"Jan 18, 2016",support@arconnet.com
43,ru.yandex.key,Yandex.Key – your passwords,3.7,12644,3982,"[""That was great application before but after it was updated the application doesn't work anymore. The passwords which this application generates doesn't allow you to sign in your account but I'm sure that I entered the correct pin-code because the service of restoring the password got the same pin-code and allowed me to create a new password. I think that I should reject using this application until the developer will solve the problem."", 'Yandex locked me out on my laptop. I did 2FA and yandex key and they still wouldnt let me in. I had to register again but my files and photos in the disk are lost forever. You need to fix this immediately. Google does the same thing and I hate google. Now I dont want to use mail or any thing else. I cantbuse disc anymore because of what yoi are doing. O will keep the browser on my laptop but afraid to use anyrhing else. Please fix immediately!', 'Guys beware about yours backups. ""If the backup was not found, .. — either it is linked to another phone, or its storage period has expired (it is a year from the date of creation or last use). - dev. answer"" Like w.t.f. Hey how about telling about it in reminder developers? 3 star for this cr@ppy surprise!', ""Doesn't work for me at all. QR code not recognized, one-time password not recognized, pin-code not recognized."", 'Excellent app for losing access to your account. ""This qr-code contains unsupported data"" error every time in every browser I tried. I tried all other methods of recovering my account unsuccessfully. Next step is filling a form for the Yandex support. Never had any problems with the other 18 or soy 2FA I have in Authy and Microsoft Authenticator. I hope to recover my account because all other Yandex services are good.']",Free,1000000,TOOLS,Yandex Apps,"Feb 2, 2015",key@support.yandex.ru
44,com.vietinbank.softotp,VietinBank OTP,3.7,207,88,"['Thiết bị tôi chưa hề rooted, mà cũng không cho dùng, rồi giờ sao mà giao dịch, không cho dùng app thì phải cho dùng qua SMS chứ????', 'mã kích hoạt không được gửi khi chạy app. Phải làm sao???', 'Cùi bắp', 'Thua', 'Good!']",Free,100000,FINANCE,VietinBank,"Aug 23, 2019",contact@vietinbank.vn
45,otl.snkl.SnorkelOTP,South Indian Bank 2FA,3.4,156,54,"[""Worst application. Still Don't know why bank can't send OTP to registered mobile number. And this application is a biggest failure. Please don't use. It wil create an OTP that won't match with sibernet.???? I give one star because there is no option for zero star."", 'Not working for Android 10. When will you issue an update.? Almost 2 months since Android 10 rolled out.', ""No need to wait for OTP . Register by sending an email to ibanking from the email account linked with the bank account.It seems most people here don't know how to use this 2FA app."", 'Compatibility issues on android 11. When I will get update.', 'Thank you for all your comments. I was about to download this app because iam not getting otp on my mobile number. There is not a single positive comment.']",Free,10000,COMMUNICATION,Odyssey Technologies Ltd,"Jan 15, 2013",ibanking@sib.co.in
46,de.sbeh.rdp_otp,RDP OTP (Remote Desktop Protocol),3.1,7,2,['😡😡😠😠😠😠😡😡🖕🖕🖕🖕'],Free,100,TOOLS,CARTZ Link,"Sep 21, 2019",anis@cl.com.pk
47,cy.com.netinfo.crdbotp,CRDB BANK OMNI m-OTP,3.7,60,26,"['Frustrating experience. It does not downloading. Most of your staff have not been trained to trouble shoot', 'App does not activate, it has an endless OTP generation cycle and does not proceed from here. The claim that the log in error is fixed in the latest update is false, its not fixed. Many customers have said it and CRDB administration does not seem to take note and act or atleast even reply to the customer reviews. Fix this problem instantly CRDB people', 'I am not sure if this app really work at as they advertise, once I click the deactivation button it takes me back to to beginning and the same circle repeat over and over', 'Great experience. Qn: How to activate a new device for already existing users?', 'Very interesting. Simple and easy']",Free,10000,FINANCE,CRDB BANK PLC,"Oct 31, 2018",customer-hotline@crdbbank.co.tz
48,hr.asseco.android.otp,Asseco OTP,4.6,9,4,"['Never failed me once! Great app', 'Best VPN app ever', 'Fake time wast', 'Odlicna']",Free,1000,BUSINESS,Sec&Cmpl by Asseco SEE,"Jan 11, 2018",HelpDesk@asseco-see.hr
49,com.GlowOTP,Glow OTP,3.9,27,7,"['Funguje dobře, nepotřebuji žádný další HW klíč', 'Odkaz na OTP v sekci Aplikace je zbytečně malý.. Navíc pokud má člověk pouze jednu aplikaci, dokážu si představit, že by se spouštěla rovnou. Nebo mít možnost toto chování nastavit.. Dále by nebylo od věci rozbít kód na bloky po 3 znacích.. Lépe by se četlo.']",Free,10000,TOOLS,Trask solutions a.s.,"Oct 10, 2019",dc.desktop.base@csob.cz
50,com.aff.otpdirekt,OTP SmartBank,4.4,77042,10,"[""The Interface of OTP bank isnt user friendly as it could be, and even though there's an option for English, confirmation texts and such are still in Hungarian, making it a bit difficult for foreigners to use."", 'Works great and a lot easier to use than their webpage!', 'OTP is one of the worst banks for foreigners in Hungary. 1. Their contracts are in Hungarian even for non-Hungarian speakers??? 2. Their mobile apps are limited and sometimes not even translated in English. 3. The tellers are unhelpful, rude and will do anything to get you to come again another time or to print another ticket. 4. The wait time is at least an hour and usually a second trip is essential to get your work done. 5. They are horrible at official communication regarding any changes!', 'I previously wrote a review that the app had an issue but it seemed it was down temporarily for maintenance.', ""This app stopped allowing me to pay for things online this afternoon and they try to blame my internet which is giving me 50MBs at the time of error. I can login to my account, see the order for approval and then the app says it doesn't want to make my payment. I'm a very disappointed premium account holder. I do not speak Hungarian and I do not monitor my comments. If you want to help, fix your technology.""]",Free,1000000,FINANCE,OTP Bank Nyrt.,"Aug 27, 2012",informacio@otpbank.hu
51,com.zenithbank.zenithetoken,Zenith Bank eToken,2.8,594,391,"[""Don't ever make the mistake of downloading and registering on this app, first a hidden charge of 1500.... would occur after sign up... rubbish Zenith Bank. On top that customer care go take like 20 minutes to respond to me... on top my own airtime."", ""Good Morning, I am highly disappointed, can one be debited for the sum of #1500 without being Informed, nowhere on the app stated this policy, zenith bank, you can do better, this is ridiculous! I happened to format my phone, and reinstall this app ,will o also be debited #1500 on activation again? What's the point if its the same device?"", ""As bright and wonderful as today was, I got a debited N1500 from using this app, which is already enough to make me leave the bank. Like they never mentioned the pay anywhere! I double check that site and I still came back to the app store to check if I'll see any bill somewhere, but I didn't. They just enforce payment on you disregarding your activities! They basically just stole my money because they keeping it for me, and they hide behind service charge! I'm disappointed at zenith bank 💔"", 'I downloaded this app and stalled it but i was charged 1500 upon activating it in my device, it really annoyed me because the app never stated that i will pay any charge but that aside, something happened and i had to format my phone. when i downloaded the app back on the same device it was activated, it was showing the exact same process i went through before i got debited the first time instead of showing a place where i can log in as one that have activated his/her account', ""I haven't been able to use the app at all it's just wasting my data and time. It says OTP authentication failed. Funny know why.!""]",Free,100000,BUSINESS,Zenith Bank,"Jan 20, 2020",zenithdirect@zenithbank.com
52,com.CIBEgyptSecureToken,CIB OTP Token,3.8,1217,458,"[""Very bad application, i don't know what is the problem since last month i'm facing the same problem in using it , invalid OTP number or your OTP is blocked for security reasons , i called your short number several times and nothing was solved and they don't know how to solve my problem"", 'The worst in the whole world , why its so complicated to make one transfer to another bank account , things are much easier nowadays, but only CIB bank makes everything frustrating, I honestly had enough.. Wish I could make a mince rate..', 'Useless. Everytime I make a bank transfer and ask for OTP OTP token and even when I enter the number correct, the CIB online banking says there is an error and this service cannot be performed. Please fix it or develop another app. I am fed up of calling customer service and re-installing the app as requested several times.', 'The worst app ever!! I keep getting ""Incorrect OTP"" message even if I made sure it\'s correctly entered! CIB hotline cannot help as usual. really fed up with that, always suffering when dealing with any CIB app!', 'It keeps giving me an error for wrong OTP, and it requires a call to customer service every time to reactivate the service!!!! It`s very frustrating and time consuming, please fix this issue ASAP.']",Free,100000,FINANCE,CIB Egypt,"Jan 27, 2016",cib.customercareunit@cibeg.com
53,com.goldtime.authy,error,error,error,error,error,error,error,error,error,error,error
54,vn.tpb.token.baseotp,TPBank eToken,3.4,3590,1333,"[""It doesn't always work, which wastes a lot of time to make payment or sth else. I've had to call center call more than 3 times. Don't like this experience at all. Hope that they will improve it or I have to change the bank"", ""I'm frustrated today as I cannot use this app neither tpbank mobile app. This app requires activate code that I need to get from tpbank mobile but that app keeps crashing after my first logout (yesterday I changed to SMS token and today activated etoken again). I cannot even get basic OTP code from tob mobile app now, and the system logout or stop working right after I login. What a terrible day!!! Did you guys test the app carefully on basic features?"", ""I wish the bank would allow other authentication mechanisms such as TOTP or HOTP, to use with a Yubikey. But the app is small enough and integrated with main app, so it's hardly any complaint."", 'sometime, a token do not display, the textbox is blank and after 1 minute the countdown timer is display minus and the textbox still blank. Please fixes the bug.', 'Lastest version is always crashed whenever finishing input password. So i can not get token to verify action. Crashing happened on Samsung J7 pro, android 9.']",Free,100000,BUSINESS,TPBank,"May 8, 2017",tpb.mobile@gmail.com
