app_id,type,object,status,reference
com.protectimus.totpburner.nfc,fld,fonts.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,fld,update.googleapis.com,FP,easylist
com.protectimus.totpburner.nfc,fld,update.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,fld,google-analytics.com,FP,easylist
com.protectimus.totpburner.nfc,fld,google-analytics.com,TP,easyprivacy
com.protectimus.totpburner.nfc,fld,youtube.com,TP,easylist
com.protectimus.totpburner.nfc,fld,youtube.com,TP,easyprivacy
com.protectimus.totpburner.nfc,fld,googlevideo.com,FP,easylist
com.protectimus.totpburner.nfc,fld,googlevideo.com,FP,easyprivacy
com.protectimus.totpburner.nfc,fld,doubleclick.net,TP,easylist
com.protectimus.totpburner.nfc,fld,doubleclick.net,TP,easyprivacy
com.sgn.sgotp.lotte,fld,google.com,TP,easylist
com.sgn.sgotp.lotte,fld,google.com,TP,easyprivacy
oracle.idm.mobile.authenticator,fld,gstatic.com,TP,easylist
oracle.idm.mobile.authenticator,fld,gstatic.com,TP,easyprivacy
com.dreammirae.anyauth.android,fld,crashlytics.com,FP,easylist
com.dreammirae.anyauth.android,fld,crashlytics.com,FP,easyprivacy
com.dreammirae.anyauth.android,fld,firebaseinstallations.googleapis.com,FP,easylist
com.dreammirae.anyauth.android,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.dreammirae.anyauth.android,fld,firebaseremoteconfig.googleapis.com,FP,easylist
com.dreammirae.anyauth.android,fld,firebaseremoteconfig.googleapis.com,FP,easyprivacy
com.dreammirae.anyauth.android,fld,dreammirae.com,FP,easylist
com.dreammirae.anyauth.android,fld,dreammirae.com,FP,easyprivacy
dev.cat.coffee.authenticator,fld,doubleclick.net,TP,easylist
dev.cat.coffee.authenticator,fld,doubleclick.net,TP,easyprivacy
vn.com.sacombank.msign,fld,google.com,TP,easylist
vn.com.sacombank.msign,fld,google.com,TP,easyprivacy
vn.com.sacombank.msign,fld,msacombank.com.vn,FP,easylist
vn.com.sacombank.msign,fld,msacombank.com.vn,FP,easyprivacy
vn.com.sacombank.msign,fld,isacombank.com.vn,FP,easylist
vn.com.sacombank.msign,fld,isacombank.com.vn,FP,easyprivacy
com.techcombank.stk.corp,fld,gstatic.com,TP,easylist
com.techcombank.stk.corp,fld,gstatic.com,TP,easyprivacy
com.trumotp.club,fld,sdkbox.com,FP,easylist
com.trumotp.club,fld,sdkbox.com,FP,easyprivacy
com.trumotp.club,fld,facebook.com,TP,easylist
com.trumotp.club,fld,facebook.com,TP,easyprivacy
wibmo.com.wibmoAuthApp,fld,gstatic.com,TP,easylist
wibmo.com.wibmoAuthApp,fld,gstatic.com,TP,easyprivacy
br.gov.caixa.codigocaixa,fld,gstatic.com,TP,easylist
br.gov.caixa.codigocaixa,fld,gstatic.com,TP,easyprivacy
br.gov.caixa.codigocaixa,fld,play.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,fld,play.googleapis.com,FP,easyprivacy
br.gov.caixa.codigocaixa,fld,ssiloc.com,FP,easylist
br.gov.caixa.codigocaixa,fld,ssiloc.com,FP,easyprivacy
br.gov.caixa.codigocaixa,fld,caixa.gov.br,FP,easylist
br.gov.caixa.codigocaixa,fld,caixa.gov.br,FP,easyprivacy
br.gov.caixa.codigocaixa,fld,google.com,TP,easylist
br.gov.caixa.codigocaixa,fld,google.com,TP,easyprivacy
br.gov.caixa.codigocaixa,fld,offlinepages-pa.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,fld,offlinepages-pa.googleapis.com,FP,easyprivacy
br.gov.caixa.codigocaixa,fld,people-pa.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,fld,people-pa.googleapis.com,FP,easyprivacy
nh.smart.signone,fld,nonghyup.com,FP,easylist
nh.smart.signone,fld,nonghyup.com,FP,easyprivacy
com.dxc.ipwr,fld,dxc.technology,FP,easylist
com.dxc.ipwr,fld,dxc.technology,FP,easyprivacy
com.vn.vib.smeotp,fld,firebaseinstallations.googleapis.com,FP,easylist
com.vn.vib.smeotp,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.vn.vib.smeotp,fld,crashlytics.com,FP,easylist
com.vn.vib.smeotp,fld,crashlytics.com,FP,easyprivacy
com.vn.vib.smeotp,fld,vib.com.vn,FP,easylist
com.vn.vib.smeotp,fld,vib.com.vn,FP,easyprivacy
at.tugraz.iaik.signapp,fld,transsped.ro,FP,easylist
at.tugraz.iaik.signapp,fld,transsped.ro,FP,easyprivacy
com.ftsafe.otp.activity,fld,xiaomi.com,TP,easylist
com.ftsafe.otp.activity,fld,xiaomi.com,TP,easyprivacy
kr.kjun.NaverSetup,fld,doubleclick.net,TP,easylist
kr.kjun.NaverSetup,fld,doubleclick.net,TP,easyprivacy
iSec.Authenticator,fld,appcenter.ms,FP,easylist
iSec.Authenticator,fld,appcenter.ms,FP,easyprivacy
com.protectimus.android,fld,protectimus.com,FP,easylist
com.protectimus.android,fld,protectimus.com,FP,easyprivacy
com.systemat.SeeZam_OTP,fld,firebaseinstallations.googleapis.com,FP,easylist
com.systemat.SeeZam_OTP,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.systemat.SeeZam_OTP,fld,crashlytics.com,FP,easylist
com.systemat.SeeZam_OTP,fld,crashlytics.com,FP,easyprivacy
com.kmcert.myotp,fld,myotp.co.kr,FP,easylist
com.kmcert.myotp,fld,myotp.co.kr,FP,easyprivacy
com.gstotpauthenticator,fld,firebaseinstallations.googleapis.com,FP,easylist
com.gstotpauthenticator,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.gstotpauthenticator,fld,google.com,TP,easylist
com.gstotpauthenticator,fld,google.com,TP,easyprivacy
com.gstotpauthenticator,fld,chromefeedcontentsuggestions-pa.googleapis.com,FP,easylist
com.gstotpauthenticator,fld,chromefeedcontentsuggestions-pa.googleapis.com,FP,easyprivacy
com.gstotpauthenticator,fld,offlinepages-pa.googleapis.com,FP,easylist
com.gstotpauthenticator,fld,offlinepages-pa.googleapis.com,FP,easyprivacy
de.otp.main,fld,telesec.de,FP,easylist
de.otp.main,fld,telesec.de,FP,easyprivacy
vn.funtap.smartotp,fld,platformjk.com,FP,easylist
vn.funtap.smartotp,fld,platformjk.com,FP,easyprivacy
ua.com.cs.ifobs.mobile.android.otp,fld,otpsmart.com.ua,FP,easylist
ua.com.cs.ifobs.mobile.android.otp,fld,otpsmart.com.ua,FP,easyprivacy
com.mds.canarabankapp,fld,canarabank.in,FP,easylist
com.mds.canarabankapp,fld,canarabank.in,FP,easyprivacy
com.netfiles.netfilesotp,fld,netfiles.de,FP,easylist
com.netfiles.netfilesotp,fld,netfiles.de,FP,easyprivacy
eu.netinfo.bcb.otp,fld,bcb.bm,FP,easylist
eu.netinfo.bcb.otp,fld,bcb.bm,FP,easyprivacy
com.stove.otp.google.android,fld,onstove.com,FP,easylist
com.stove.otp.google.android,fld,onstove.com,FP,easyprivacy
com.stove.otp.google.android,fld,81plug.com,FP,easylist
com.stove.otp.google.android,fld,81plug.com,FP,easyprivacy
com18deglab.cylocklite,fld,google.com,TP,easylist
com18deglab.cylocklite,fld,google.com,TP,easyprivacy
com18deglab.cylocklite,fld,mobilecrashreporting.googleapis.com,FP,easylist
com18deglab.cylocklite,fld,mobilecrashreporting.googleapis.com,FP,easyprivacy
com.mdmobiasbancadigipass,fld,offlinepages-pa.googleapis.com,FP,easylist
com.mdmobiasbancadigipass,fld,offlinepages-pa.googleapis.com,FP,easyprivacy
com.mdmobiasbancadigipass,fld,google.com,TP,easylist
com.mdmobiasbancadigipass,fld,google.com,TP,easyprivacy
com.changingtec.motp.pro,fld,crashlytics.com,FP,easylist
com.changingtec.motp.pro,fld,crashlytics.com,FP,easyprivacy
com.changingtec.motp.pro,fld,firebaseinstallations.googleapis.com,FP,easylist
com.changingtec.motp.pro,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.pacifico.pacificid,fld,bp.fin.ec,FP,easylist
com.pacifico.pacificid,fld,bp.fin.ec,FP,easyprivacy
com.lenovo.otp,fld,lenovo.com,FP,easylist
com.lenovo.otp,fld,lenovo.com,TP,easyprivacy
jp.konami.android.otp_token,fld,konamionline.com,FP,easylist
jp.konami.android.otp_token,fld,konamionline.com,FP,easyprivacy
vn.savis.smartid,fld,yandex.net,FP,easylist
vn.savis.smartid,fld,yandex.net,TP,easyprivacy
com.azure.authenticator,fld,firebaseinstallations.googleapis.com,FP,easylist
com.azure.authenticator,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.azure.authenticator,fld,adjust.com,TP,easylist
com.azure.authenticator,fld,adjust.com,FP,easyprivacy
com.azure.authenticator,fld,appcenter.ms,FP,easylist
com.azure.authenticator,fld,appcenter.ms,FP,easyprivacy
com.azure.authenticator,fld,microsoft.com,TP,easylist
com.azure.authenticator,fld,microsoft.com,TP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,fld,google.com,TP,easylist
vietcombank.itcenter.vcbsmartoptv10,fld,google.com,TP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,fld,clientservices.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,fld,clientservices.googleapis.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,fld,offlinepages-pa.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,fld,offlinepages-pa.googleapis.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,fld,vietcombank.com.vn,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,fld,vietcombank.com.vn,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,fld,update.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,fld,update.googleapis.com,FP,easyprivacy
com.scrignosa,fld,firebaseinstallations.googleapis.com,FP,easylist
com.scrignosa,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.scrignosa,fld,popso.it,FP,easylist
com.scrignosa,fld,popso.it,FP,easyprivacy
kr.or.kftc.fsc,fld,kftc.or.kr,FP,easylist
kr.or.kftc.fsc,fld,kftc.or.kr,FP,easyprivacy
kr.or.kftc.fsc,fld,vguard.co.kr,FP,easylist
kr.or.kftc.fsc,fld,vguard.co.kr,FP,easyprivacy
com.egypt.ais.aismotp,fld,google.com,TP,easylist
com.egypt.ais.aismotp,fld,google.com,TP,easyprivacy
com.authenticator.authservice2,fld,crashlytics.com,FP,easylist
com.authenticator.authservice2,fld,crashlytics.com,FP,easyprivacy
com.authenticator.authservice2,fld,firebaseinstallations.googleapis.com,FP,easylist
com.authenticator.authservice2,fld,firebaseinstallations.googleapis.com,FP,easyprivacy
com.authenticator.authservice2,fld,binaryboot.com,FP,easylist
com.authenticator.authservice2,fld,binaryboot.com,FP,easyprivacy
com.nof.makanoh.openkeypos,netloc,googleads.g.doubleclick.net,TP,easylist
com.nof.makanoh.openkeypos,netloc,googleads.g.doubleclick.net,FP,easyprivacy
com.authy.authy,netloc,firebase-settings.crashlytics.com,FP,easylist
com.authy.authy,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.authy.authy,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.authy.authy,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.authy.authy,netloc,kinesis.us-east-1.amazonaws.com,FP,easylist
com.authy.authy,netloc,kinesis.us-east-1.amazonaws.com,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebase-settings.crashlytics.com,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebaseremoteconfig.googleapis.com,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,netloc,firebaseremoteconfig.googleapis.com,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,netloc,mgw.dreammirae.com:8443,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,netloc,mgw.dreammirae.com:8443,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,netloc,mbanking.otpbanka.hr,FP,easylist
hr.asseco.android.jimba.otpretailng,netloc,mbanking.otpbanka.hr,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,netloc,www.otpbanka.hr,FP,easylist
hr.asseco.android.jimba.otpretailng,netloc,www.otpbanka.hr,FP,easyprivacy
com.inwebo.authenticator,netloc,www.myinwebo.com,FP,easylist
com.inwebo.authenticator,netloc,www.myinwebo.com,FP,easyprivacy
netinfo.eu.symantec,netloc,mobilecrashreporting.googleapis.com,FP,easylist
netinfo.eu.symantec,netloc,mobilecrashreporting.googleapis.com,FP,easyprivacy
hr.asseco.android.mtoken.ht.test,netloc,mproxy.ht.hr,FP,easylist
hr.asseco.android.mtoken.ht.test,netloc,mproxy.ht.hr,FP,easyprivacy
com.feelanet.artstrongid.sec,netloc,mfa.secsso.net,FP,easylist
com.feelanet.artstrongid.sec,netloc,mfa.secsso.net,FP,easyprivacy
com.bankofamerica.authenticator,netloc,strongauth-sas-mobile.bankofamerica.com,FP,easylist
com.bankofamerica.authenticator,netloc,strongauth-sas-mobile.bankofamerica.com,FP,easyprivacy
com.novoload.otp,netloc,www.google.com,TP,easylist
com.novoload.otp,netloc,www.google.com,FP,easyprivacy
com.bncr.detectid_otp,netloc,detect-id.bnonline.fi.cr,FP,easylist
com.bncr.detectid_otp,netloc,detect-id.bnonline.fi.cr,FP,easyprivacy
it.previnet.authenticator,netloc,firebase-settings.crashlytics.com,FP,easylist
it.previnet.authenticator,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
it.previnet.authenticator,netloc,firebaseinstallations.googleapis.com,FP,easylist
it.previnet.authenticator,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.sgn.sgotp,netloc,play.google.com,TP,easylist
com.sgn.sgotp,netloc,play.google.com,TP,easyprivacy
kr.co.neople.neopleotp,netloc,motp.mobilians.co.kr,FP,easylist
kr.co.neople.neopleotp,netloc,motp.mobilians.co.kr,FP,easyprivacy
eu.netinfo.netteller.cqur.motp,netloc,mobilecrashreporting.googleapis.com,FP,easylist
eu.netinfo.netteller.cqur.motp,netloc,mobilecrashreporting.googleapis.com,FP,easyprivacy
club.nagavip.otp,netloc,onesignal.com,FP,easylist
club.nagavip.otp,netloc,onesignal.com,TP,easyprivacy
club.nagavip.otp,netloc,codepush.appcenter.ms,FP,easylist
club.nagavip.otp,netloc,codepush.appcenter.ms,FP,easyprivacy
club.nagavip.otp,netloc,mail.google.com,TP,easylist
club.nagavip.otp,netloc,mail.google.com,FP,easyprivacy
com.halcom.ng.mobile.puppaltr,netloc,ebanking.otpbank.al,FP,easylist
com.halcom.ng.mobile.puppaltr,netloc,ebanking.otpbank.al,FP,easyprivacy
ru.yandex.key,netloc,passport.yandex.ru,FP,easylist
ru.yandex.key,netloc,passport.yandex.ru,FP,easyprivacy
ru.yandex.key,netloc,report.appmetrica.yandex.net,FP,easylist
ru.yandex.key,netloc,report.appmetrica.yandex.net,FP,easyprivacy
ru.yandex.key,netloc,api.browser.yandex.ru,FP,easylist
ru.yandex.key,netloc,api.browser.yandex.ru,FP,easyprivacy
otl.snkl.SnorkelOTP,netloc,sibernet.southindianbank.com,FP,easylist
otl.snkl.SnorkelOTP,netloc,sibernet.southindianbank.com,FP,easyprivacy
cy.com.netinfo.crdbotp,netloc,omnichannels.crdbbank.co.tz,FP,easylist
cy.com.netinfo.crdbotp,netloc,omnichannels.crdbbank.co.tz,FP,easyprivacy
hr.asseco.android.otp,netloc,token.asseco-see.hr,FP,easylist
hr.asseco.android.otp,netloc,token.asseco-see.hr,FP,easyprivacy
com.aff.otpdirekt,netloc,graph.facebook.com,TP,easylist
com.aff.otpdirekt,netloc,graph.facebook.com,FP,easyprivacy
com.aff.otpdirekt,netloc,www.otpbankdirekt.hu,FP,easylist
com.aff.otpdirekt,netloc,www.otpbankdirekt.hu,FP,easyprivacy
com.aff.otpdirekt,netloc,www.otpbank.hu,FP,easylist
com.aff.otpdirekt,netloc,www.otpbank.hu,FP,easyprivacy
com.aff.otpdirekt,netloc,clients4.google.com,FP,easylist
com.aff.otpdirekt,netloc,clients4.google.com,FP,easyprivacy
com.aff.otpdirekt,netloc,piwikpro.otpbank.hu,FP,easylist
com.aff.otpdirekt,netloc,piwikpro.otpbank.hu,FP,easyprivacy
com.aff.otpdirekt,netloc,csi.gstatic.com,FP,easylist
com.aff.otpdirekt,netloc,csi.gstatic.com,TP,easyprivacy
com.aff.otpdirekt,netloc,api.seon.io,FP,easylist
com.aff.otpdirekt,netloc,api.seon.io,FP,easyprivacy
com.aff.otpdirekt,netloc,icanhazip.com,FP,easylist
com.aff.otpdirekt,netloc,icanhazip.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,offlinepages-pa.googleapis.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,offlinepages-pa.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,accounts.google.com,TP,easylist
com.protectimus.totpburner.nfc,netloc,accounts.google.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,clientservices.googleapis.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,clientservices.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,www.protectimus.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,www.protectimus.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,maxcdn.bootstrapcdn.com,TP,easylist
com.protectimus.totpburner.nfc,netloc,maxcdn.bootstrapcdn.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,www.googletagmanager.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,www.googletagmanager.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,fonts.googleapis.com,TP,easylist
com.protectimus.totpburner.nfc,netloc,fonts.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,clients1.google.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,clients1.google.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,update.googleapis.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,update.googleapis.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,protectimus.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,protectimus.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,www.google-analytics.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,www.google-analytics.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,m.youtube.com,TP,easylist
com.protectimus.totpburner.nfc,netloc,m.youtube.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,r5---sn-hufvjvgx-ntql.googlevideo.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,r5---sn-hufvjvgx-ntql.googlevideo.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,r5---sn-ntqe6nes.googlevideo.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,r5---sn-ntqe6nes.googlevideo.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,www.google.com,TP,easylist
com.protectimus.totpburner.nfc,netloc,www.google.com,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,static.doubleclick.net,FP,easylist
com.protectimus.totpburner.nfc,netloc,static.doubleclick.net,FP,easyprivacy
com.protectimus.totpburner.nfc,netloc,clients4.google.com,FP,easylist
com.protectimus.totpburner.nfc,netloc,clients4.google.com,FP,easyprivacy
com.sgn.sgotp.lotte,netloc,play.google.com,TP,easylist
com.sgn.sgotp.lotte,netloc,play.google.com,TP,easyprivacy
oracle.idm.mobile.authenticator,netloc,connectivitycheck.gstatic.com,FP,easylist
oracle.idm.mobile.authenticator,netloc,connectivitycheck.gstatic.com,FP,easyprivacy
com.dreammirae.anyauth.android,netloc,firebase-settings.crashlytics.com,FP,easylist
com.dreammirae.anyauth.android,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.dreammirae.anyauth.android,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.dreammirae.anyauth.android,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.dreammirae.anyauth.android,netloc,firebaseremoteconfig.googleapis.com,FP,easylist
com.dreammirae.anyauth.android,netloc,firebaseremoteconfig.googleapis.com,FP,easyprivacy
com.dreammirae.anyauth.android,netloc,mgw.dreammirae.com:8443,FP,easylist
com.dreammirae.anyauth.android,netloc,mgw.dreammirae.com:8443,FP,easyprivacy
dev.cat.coffee.authenticator,netloc,googleads.g.doubleclick.net,TP,easylist
dev.cat.coffee.authenticator,netloc,googleads.g.doubleclick.net,FP,easyprivacy
vn.com.sacombank.msign,netloc,accounts.google.com,TP,easylist
vn.com.sacombank.msign,netloc,accounts.google.com,FP,easyprivacy
vn.com.sacombank.msign,netloc,msacombank.com.vn,FP,easylist
vn.com.sacombank.msign,netloc,msacombank.com.vn,FP,easyprivacy
vn.com.sacombank.msign,netloc,www.isacombank.com.vn,FP,easylist
vn.com.sacombank.msign,netloc,www.isacombank.com.vn,FP,easyprivacy
com.techcombank.stk.corp,netloc,connectivitycheck.gstatic.com,FP,easylist
com.techcombank.stk.corp,netloc,connectivitycheck.gstatic.com,FP,easyprivacy
com.trumotp.club,netloc,update.sdkbox.com,FP,easylist
com.trumotp.club,netloc,update.sdkbox.com,FP,easyprivacy
com.trumotp.club,netloc,metrics.sdkbox.com,FP,easylist
com.trumotp.club,netloc,metrics.sdkbox.com,FP,easyprivacy
com.trumotp.club,netloc,graph.facebook.com,TP,easylist
