file_name;class_dex;types;matches
com.kmcert.myotp-91.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']
com.kmcert.myotp-91.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.kmcert.myotp-91.apk.json;classes.dex;manipulator;['dexmerge']
com.kmcert.myotp-91.apk.json;lib/arm64-v8a/libAppIron-jni_v2.9.1.so;anti_vm;['possible VM check']
com.kmcert.myotp-91.apk.json;lib/armeabi-v7a/libAppIron-jni_v2.9.1.so;anti_vm;['possible VM check']
com.kmcert.myotp-91.apk.json;lib/armeabi/libAppIron-jni_v2.9.1.so;anti_vm;['possible VM check']
com.kmcert.myotp-91.apk.json;lib/x86/libAppIron-jni_v2.9.1.so;anti_vm;['possible VM check']
com.kmcert.myotp-91.apk.json;lib/x86_64/libAppIron-jni_v2.9.1.so;anti_vm;['possible VM check']
cy.nbg.nbgcyotp-5.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']
cy.nbg.nbgcyotp-5.apk.json;classes.dex;compiler;['r8']
club.nagavip.otp-3.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']
club.nagavip.otp-3.apk.json;classes.dex;compiler;['r8']
com.ADIBSDIGIPASS-41802.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
com.ADIBSDIGIPASS-41802.apk.json;classes.dex;compiler;['r8']
com.yubico.yubioath-20199.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
org.kamrul.android.myauth-2.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
org.kamrul.android.myauth-2.apk.json;classes.dex;compiler;['r8']
tdb.otp-4.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.GlowOTP-41705.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check', 'possible Build.SERIAL check']
com.GlowOTP-41705.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.sgn.secureguardotp-3.apk.json;classes.dex;compiler;['r8']
it.company.sielte-102.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible VM check']
it.company.sielte-102.apk.json;classes.dex;compiler;['r8']
com.arcot.otp1-53.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible VM check']
com.arcot.otp1-53.apk.json;classes.dex;compiler;['dx']
sg.worktable.pingoauth-8.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
sg.worktable.pingoauth-8.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check']
sg.worktable.pingoauth-8.apk.json;classes.dex;compiler;['r8']
com.gemalto.idprove-14.apk.json;classes.dex;anti_vm;['possible Build.SERIAL check', 'Build.TAGS check', 'subscriber ID check']
com.gemalto.idprove-14.apk.json;classes.dex;compiler;['dx']
vn.mk.token.baseotp-52.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
vn.mk.token.baseotp-52.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']
vn.mk.token.baseotp-52.apk.json;classes.dex;compiler;['r8']
com.zenithbank.zenithetoken-7.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check']
com.zenithbank.zenithetoken-7.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.net2recharge.otp-3.apk.json;classes.dex;compiler;['r8']
com.novoload.otp-2.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.novoload.otp-2.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']
com.novoload.otp-2.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.aircuve.aircuvemobile-50.apk.json;classes.dex;anti_disassembly;['illegal class name']
com.aircuve.aircuvemobile-50.apk.json;classes.dex;anti_vm;['possible Build.SERIAL check', 'Build.TAGS check', 'possible ro.secure check']
com.aircuve.aircuvemobile-50.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.aircuve.aircuvemobile-50.apk.json;classes.dex;obfuscator;['DexGuard']
com.pentasecurity.isignplus.mobileotp-11.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
com.pentasecurity.isignplus.mobileotp-11.apk.json;classes.dex;compiler;['r8']
ar.gob.afip.mobile.android.internal.seginfo-34.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
ar.gob.afip.mobile.android.internal.seginfo-34.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']
ar.gob.afip.mobile.android.internal.seginfo-34.apk.json;classes.dex;compiler;['r8']
two.factor.secure.otp.authentication-1.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible VM check']
two.factor.secure.otp.authentication-1.apk.json;classes.dex;compiler;['r8']
two.factor.secure.otp.authentication-1.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.goldtime.authy-9.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']
com.goldtime.authy-9.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
org.fedorahosted.freeotp-17.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
org.fedorahosted.freeotp-17.apk.json;classes.dex;manipulator;['dexmerge']
com.beemdevelopment.aegis-45.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
com.beemdevelopment.aegis-45.apk.json;classes.dex;compiler;['r8']
com.beemdevelopment.aegis-45.apk.json;classes2.dex;compiler;['r8']
com.inwebo.authenticator-54.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
com.inwebo.authenticator-54.apk.json;classes.dex;compiler;['dx']
com.trumotp.club-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'possible VM check']
com.trumotp.club-4.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.trumotp.club-4.apk.json;classes.dex;manipulator;['dexmerge']
com.lenovo.otp-25.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes2.dex;compiler;['r8']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes3.dex;anti_vm;['Build.MANUFACTURER check', 'Build.HARDWARE check']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes3.dex;compiler;['r8']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'ro.kernel.qemu check', 'possible VM check']
hr.asseco.android.intesa.isbd.alex-672.apk.json;classes.dex;compiler;['r8']
vn.com.eximbank.softotp-18.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']
vn.com.eximbank.softotp-18.apk.json;classes.dex;compiler;['r8']
vn.com.eximbank.softotp-18.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'Build.TAGS check', 'possible ro.secure check']
vn.com.eximbank.softotp-18.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
eu.sebbe.www.qrsa-5.apk.json;classes.dex;compiler;['dx']
net.secuwiz.prudentialotp-1.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.sgn.sgotp.lotte-3.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.sgn.sgotp.lotte-3.apk.json;classes.dex;manipulator;['dexmerge']
netinfo.eu.symantec-4.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
netinfo.eu.symantec-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'ro.hardware check', 'ro.kernel.qemu check', 'possible ro.secure check', 'possible VM check']
netinfo.eu.symantec-4.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
netinfo.eu.symantec-4.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes.dex;compiler;['dx']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes.dex;obfuscator;['DexGuard']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check']
com.halcom.ng.mobile.puppaltr-13.apk.json;classes2.dex;compiler;['dx']
com.yubico.yubiclip-10300.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.dreammirae.anyauth.android-13.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.dreammirae.anyauth.android-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible ro.secure check']
com.dreammirae.anyauth.android-13.apk.json;classes.dex;compiler;['r8']
com.FAISATOKEN-41802.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
com.FAISATOKEN-41802.apk.json;classes.dex;compiler;['r8']
me.jmh.authenticatorpro-100000057.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible VM check']
me.jmh.authenticatorpro-100000057.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
at.tugraz.iaik.signapp-10200.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
at.tugraz.iaik.signapp-10200.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
at.tugraz.iaik.signapp-10200.apk.json;classes.dex;compiler;['r8']
com.entrust.identityGuard.mobile-108.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible ro.secure check']
com.entrust.identityGuard.mobile-108.apk.json;classes.dex;compiler;['r8']
com.gstotpauthenticator-11.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.gstotpauthenticator-11.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']
com.gstotpauthenticator-11.apk.json;classes.dex;compiler;['r8']
hr.asseco.android.mtoken.ht.test-4.apk.json;classes.dex;compiler;['dx']
ngn.com.vn.totp-1.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
ngn.com.vn.totp-1.apk.json;classes.dex;manipulator;['dexmerge']
com.dxc.ipwr-3.apk.json;classes.dex;compiler;['dx']
com.systemat.SeeZam_OTP-14.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.systemat.SeeZam_OTP-14.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']
com.systemat.SeeZam_OTP-14.apk.json;classes.dex;compiler;['r8']
com.authy.authy-121.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible VM check']
com.authy.authy-121.apk.json;classes.dex;compiler;['r8']
com.authy.authy-121.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.authy.authy-121.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']
com.authy.authy-121.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
teakwang.tsis.motp-24.apk.json;classes.dex;anti_vm;['Build.TAGS check', 'possible ro.secure check']
teakwang.tsis.motp-24.apk.json;classes.dex;compiler;['dx']
com.protectimus.totpburner.nfc-20.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
com.protectimus.totpburner.nfc-20.apk.json;classes.dex;compiler;['r8']
com.protectimus.totpburner.nfc-20.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']
com.protectimus.totpburner.nfc-20.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
it.aruba.pec.mobile.otp-512.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
it.aruba.pec.mobile.otp-512.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check']
it.aruba.pec.mobile.otp-512.apk.json;classes.dex;compiler;['r8']
com.protectimus.android-11.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.protectimus.android-11.apk.json;res/raw/android_wear_micro_apk.apk!classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.protectimus.android-11.apk.json;res/raw/android_wear_micro_apk.apk!classes.dex;anti_vm;['Build.FINGERPRINT check']
com.protectimus.android-11.apk.json;res/raw/android_wear_micro_apk.apk!classes.dex;compiler;['r8 without marker (suspicious)']
com.vpbank.vpbanksmartotp-10.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.vpbank.vpbanksmartotp-10.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']
com.vpbank.vpbanksmartotp-10.apk.json;classes.dex;compiler;['r8']
br.com.powersoftware.otpsafe-4.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
br.com.powersoftware.otpsafe-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check']
br.com.powersoftware.otpsafe-4.apk.json;classes.dex;compiler;['r8']
com.atsolution.android.uotp2-12.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
org.shadowice.flocke.andotp-35.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']
org.shadowice.flocke.andotp-35.apk.json;classes.dex;compiler;['r8']
org.shadowice.flocke.andotp-35.apk.json;classes2.dex;compiler;['r8']
com.aircuve.motpkey_miraeasset-21.apk.json;classes.dex;compiler;['dx']
com.ws.a.otp-1.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.ws.a.otp-1.apk.json;classes.dex;manipulator;['dexmerge']
com.changingtec.motp.pro-108.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.changingtec.motp.pro-108.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check']
com.changingtec.motp.pro-108.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.pacifico.pacificid-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check']
com.pacifico.pacificid-13.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.pacifico.pacificid-13.apk.json;classes2.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.pacifico.pacificid-13.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.BANKABC-41900.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
com.BANKABC-41900.apk.json;classes.dex;compiler;['r8']
com.hidglobal.ia.token.generic-4035.apk.json;classes.dex;compiler;['dexlib 2.x']
eu.netinfo.netteller.cqur.motp-2.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
eu.netinfo.netteller.cqur.motp-2.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']
eu.netinfo.netteller.cqur.motp-2.apk.json;classes.dex;compiler;['r8']
com.vn.vib.smeotp-4.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.vn.vib.smeotp-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.vn.vib.smeotp-4.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
vn.com.sacombank.msign-210201.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.TAGS check']
vn.com.sacombank.msign-210201.apk.json;classes.dex;compiler;['dx']
com.kiwoom.unitycert-3.apk.json;;packer;['AppSuit']
com.kiwoom.unitycert-3.apk.json;classes.dex;anti_vm;['possible VM check']
com.kiwoom.unitycert-3.apk.json;classes.dex;compiler;['dexlib 2.x']
com.kiwoom.unitycert-3.apk.json;classes.dex;obfuscator;['AppSuit', 'unreadable field names', 'unreadable method names']
com.kiwoom.unitycert-3.apk.json;lib/armeabi-v7a/libAppSuit.so;anti_vm;['emulator file check']
com.kiwoom.unitycert-3.apk.json;lib/arm64-v8a/libAppSuit.so;anti_vm;['emulator file check']
com.ezmcom.cimb.softtoken.ezidv4-21.apk.json;classes.dex;anti_disassembly;['illegal class name']
com.ezmcom.cimb.softtoken.ezidv4-21.apk.json;classes.dex;compiler;['dexlib 2.x']
com.ezmcom.cimb.softtoken.ezidv4-21.apk.json;classes.dex;obfuscator;['DexGuard']
com.feelanet.artstrongid.sec-9.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.feelanet.artstrongid.sec-9.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']
com.feelanet.artstrongid.sec-9.apk.json;classes.dex;compiler;['r8']
com.securekiotp-3.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.securekiotp-3.apk.json;classes.dex;manipulator;['dexmerge']
io.faceotp.faceotp-20201015.apk.json;assets/audience_network.dex;anti_debug;['Debug.isDebuggerConnected() check']
io.faceotp.faceotp-20201015.apk.json;assets/audience_network.dex;anti_vm;['possible Build.SERIAL check']
io.faceotp.faceotp-20201015.apk.json;assets/audience_network.dex;compiler;['unknown (please file detection issue!)']
io.faceotp.faceotp-20201015.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check']
io.faceotp.faceotp-20201015.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
ru.yandex.key-270.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check']
ru.yandex.key-270.apk.json;classes.dex;compiler;['dx']
dev.cat.coffee.authenticator-11.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']
dev.cat.coffee.authenticator-11.apk.json;classes.dex;compiler;['r8']
dev.cat.coffee.authenticator-11.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']
dev.cat.coffee.authenticator-11.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
ro.len.mobile-60000.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
ro.len.mobile-60000.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
ro.len.mobile-60000.apk.json;classes.dex;manipulator;['dexmerge']
com.sgn.sgotp-19.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check', 'network interface name check']
com.sgn.sgotp-19.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.sgn.sgotp-19.apk.json;classes.dex;manipulator;['dexmerge']
com.portwise.mid.clients.android-23.apk.json;classes.dex;compiler;['r8']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes10.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes11.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes12.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes13.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes14.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes15.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes16.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes17.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes18.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes19.dex;compiler;['dx']
